code;omschrijving
1381;Strijensas
1382;Teckop
1383;Tempel
1384;Veenhuizen
1385;De Vennip
1386;Verwolde
1387;Vinkeveen
1388;Vliet
1390;Vrije en Lage Boekhorst
1391;Vrijhoeven
1392;de Vuursche
1393;Waverveen
1394;West-Barendrecht
1395;West-Souburg
1396;Wieldrecht
1397;Wimmenum
1398;Wulverhorst
1399;Zevender
1400;Zouteveen
1401;Zuid-Polsbroek
1402;Zuidbroek (ZH)
1403;Zuidwijk
1404;de Noordoostelijke Polder
1507;Horst aan de Maas
1509;Oude IJsselstreek
1525;Teylingen
1581;Utrechtse Heuvelrug
1586;Oost Gelre
1598;Koggenland
1621;Lansingerland
1640;Leudal
1641;Maasgouw
1651;Eemsmond
1652;Gemert-Bakel
1655;Halderberge
1658;Heeze-Leende
1659;Laarbeek
1661;Reiderland
1663;De Marne
1665;Made
1666;Zevenhuizen-Moerkapelle
1667;Reusel-De Mierden
1669;Roerdalen
1670;Roggel en Neer
1671;Maasdonk
1672;Rijnwoude
1673;Liemeer
1674;Roosendaal
1676;Schouwen-Duiveland
1679;Ambt Montfort
1680;Aa en Hunze
1681;Borger-Odoorn
1684;Cuijk
1685;Landerd
1690;De Wolden
1691;St. Anthonis
1695;Noord-Beveland
1696;Wijdemeren
1697;Middenveld
1698;Sluis-Aardenburg
1699;Noordenveld
1700;Twenterand
1701;Westerveld
1702;Sint Anthonis
1705;Lingewaard
1706;Cranendonck
1708;Steenwijkerland
1709;Moerdijk
1711;Echt-Susteren
1714;Sluis
1719;Drimmelen
1721;Bernheze
1722;Ferwerderadiel
1723;Alphen-Chaam
1724;Bergeijk
1728;Bladel
1729;Gulpen-Wittem
1730;Tynaarlo
1731;Midden-Drenthe
1734;Overbetuwe
1735;Hof van Twente
1740;Neder-Betuwe
1742;Rijssen-Holten
1771;Geldrop-Mierlo
1773;Olst-Wijhe
1774;Dinkelland
1783;Westland
1842;Midden-Delfland
1859;Berkelland
1876;Bronckhorst
1883;Sittard-Geleen
1884;Kaag en Braassem
1891;Dantumadiel
1892;Zuidplas
1894;Peel en Maas
1895;Oldambt
1896;Zwartewaterland
1900;Súdwest-Fryslân
1901;Bodegraven-Reeuwijk
1903;Eijsden-Margraten
1904;Stichtse Vecht
1908;Menameradiel
1911;Hollands Kroon
1916;Leidschendam-Voorburg
1921;De Friese Meren
1924;Goeree-Overflakkee
1926;Pijnacker-Nootdorp
1927;Molenwaard
1930;Nissewaard
1931;Krimpenerwaard
1937;Heel
1940;De Fryske Marren
1942;Gooise Meren
1945;Berg en Dal
1948;Meierijstad
1949;Waadhoeke
1950;Westerwolde
1952;Midden-Groningen
1954;Beekdaelen
1955;Montferland
1959;Altena
1960;West Betuwe
1961;Vijfheerenlanden
1963;Hoeksche Waard
1966;Het Hogeland
1969;Westerkwartier
1970;Noardeast-Fryslân
1978;Molenlanden
1979;Eemsdelta
1980;Dijk en Waard
1982;Land van Cuijk
1987;Menterwolde
1991;Maashorst
1992;Voorne aan Zee
1999;Registratie Niet Ingezetenen (RNI)
